id,minutes,n_ingredients
178094,15,6
275643,30,4
123999,42,9
283055,30,13
303845,60,12
24972,80,7
536568,70,12
112983,45,18
161919,80,8
114574,45,10
24077,40,11
78719,23,12
47222,30,8
39095,190,18
459987,18,11
206392,35,12
47608,100,7
469445,20,7
135933,13,9
219565,15,8
226697,35,11
137065,135,11
483703,30,10
58637,5,5
317214,435,12
288285,200,5
514975,30,5
123435,180,12
467220,30,7
157304,23,19
478640,10,8
99588,330,10
107665,60,10
27826,25,11
248709,140,14
40764,10,7
181856,30,8
46252,5,10
270750,90,10
383933,15,7
189175,70,8
300547,30,11
7607,40,12
278758,100,10
178507,30,11
346598,20,10
230781,35,10
393801,210,7
31873,312,11
36130,65,11
450211,75,10
234045,45,7
118128,40,9
223975,24,6
427787,2,4
84874,45,6
163808,30,3
399495,60,16
35418,85,12
416737,70,12
233650,60,16
168095,80,6
326294,11,7
333418,310,12
194251,515,15
121004,25,11
163653,80,16
71843,35,10
91875,25,9
412048,55,12
356646,15,5
391109,66,13
42705,30,9
401196,20,4
203455,30,6
78373,158,8
89814,45,15
311025,25,6
112772,15,9
38367,55,7
70354,38,9
502923,20,7
449430,20,6
111585,25,5
317925,25,5
278755,30,14
36020,5,3
513126,20,6
429894,15,6
93091,15,10
222038,70,10
202921,70,9
109484,12,8
72257,25,9
61111,50,13
457631,30,9
163651,65,11
283912,70,5
255948,490,7
119804,30,11
400641,130,16
267969,50,11
33474,10,4
276718,195,4
255491,140,13
59155,75,10
154839,35,5
185501,75,13
515361,40,4
196879,55,7
430537,30,9
14578,15,5
172229,1560,10
72089,560,12
40137,55,6
276387,14,8
47435,9,5
77151,30,6
16323,105,7
426742,40,14
382878,5,5
322560,35,7
282663,30,4
57900,30,12
2691,45,9
284945,1470,18
224894,35,11
311464,10,3
185739,90,12
318298,15,9
121583,80,8
482220,10,9
112013,60,9
20819,65,5
33955,180,7
275357,20,6
38532,27,7
254121,90,12
280466,70,11
409760,35,9
509130,80,10
253293,35,6
104397,400,11
385475,35,5
195547,60,10
256733,20,6
121280,80,10
89339,10105,8
281920,15,5
222719,40,8
48504,90,12
232253,30,11
485697,30,8
423679,40,9
21193,55,10
307608,10,3
191745,40,4
55644,35,8
27302,90,12
412289,10,5
148918,85,24
258449,30,14
190487,35,5
36807,50,12
389771,85,13
355092,10,7
249506,15,8
307886,55,9
99066,60,7
78946,32,13
225702,45,9
93741,10,6
440780,20,12
444325,30,7
424275,70,11
268727,70,8
109401,60,15
431017,1,5
243346,135,12
482506,10,4
447865,135,8
20339,40,8
24955,110,12
374766,10,6
307061,23,9
450174,25,8
86219,65,4
230574,20,6
221612,10,4
14375,4,8
254097,7,7
300983,65,10
256126,30,11
338378,45,11
318169,16,23
230773,70,12
300286,30,12
289591,245,9
123920,15,4
356459,15,6
108523,55,6
88016,75,18
84556,25,7
380309,130,5
188130,7,9
412956,45,12
20883,25,7
6724,75,5
72805,75,13
194654,195,18
473959,20,8
234463,35,7
51501,185,11
205822,80,10
105139,30,18
168394,75,9
207326,35,9
42585,180,7
333895,20,8
275917,10,11
64361,140,8
146400,25,9
509109,15,9
116647,55,8
81660,10,9
111676,195,13
107032,25,9
227408,15,6
68812,20,7
453963,30,10
42653,32,8
412047,30,14
145677,35,10
32299,15,9
4023,0,19
335194,20,10
183099,35,4
23189,30,8
52326,320,11
197810,34,10
31779,30,5
68486,15,8
33621,30,13
199386,200,9
92936,70,8
459461,5,10
241863,50,10
39080,10,5
192912,55,11
305179,10,6
518260,75,14
369602,10,4
113725,80,8
308304,310,3
302839,30,9
300827,365,4
193706,65,11
164061,310,8
314857,40,17
314770,370,6
464929,65,8
13764,45,11
339188,15,8
56108,30,6
171851,15,12
483686,23,9
21667,25,9
317908,30,11
386397,25,12
224693,35,9
225023,5,2
460115,25,8
325477,10,7
304302,5,6
8489,5,4
4503,0,6
159820,6,5
293752,3,3
133541,20,7
189681,35,9
110611,25,9
480844,55,18
40618,420,13
261760,65,11
403658,39,5
133026,30,7
50724,1470,6
225806,60,17
458719,35,13
322847,47,14
229366,645,4
137782,164,13
283230,25,8
450586,20,9
10338,30,10
410654,240,11
298261,75,13
379086,50,12
327,60,11
452954,65,11
62801,22,7
287708,15,6
62830,65,11
375925,33,7
73971,90,9
149970,32,12
417618,30,9
454873,25,20
155370,40,15
448785,40,7
307951,20,10
374910,70,13
536226,775,22
94648,40,13
63686,10,5
120007,110,6
373467,34,14
318655,40,11
48617,40,8
310098,25,6
471959,5,6
187526,45,7
292286,5,7
26645,30,10
290428,35,5
23685,20,7
303648,430,12
124594,115,11
437929,70,10
336565,25,4
349389,55,12
135098,10,4
410855,65,3
189604,50,7
310629,15,8
482286,25,10
88181,105,16
271330,255,12
402449,50,10
48581,65,9
383620,25,7
398169,25,8
185922,55,5
199138,16,3
263705,60,9
14434,1,4
222296,30,13
142205,330,11
110951,50,8
385399,35,11
98253,35,13
453016,10,12
400376,40,14
283148,45,11
20884,17,9
278093,45,11
205880,150,6
325959,20,10
165928,70,6
480199,50,19
75159,33,11
310136,65,6
201026,15,6
263681,15,6
147282,40,13
196994,85,8
260283,5,4
125767,75,8
17032,2,5
200192,80,13
56655,25,12
61167,41,17
248674,30,13
93496,120,25
110029,45,10
39377,80,10
59357,3,5
3262,30,9
351716,55,13
414465,43202,2
359155,42,9
25379,70,9
190907,195,10
135406,20,14
392068,80,15
56795,27,8
55273,15,5
384676,155,24
88834,75,10
371011,60,7
78756,75,11
62914,5,3
252880,35,8
385095,40,7
102762,30,7
137704,5,4
292761,35,12
214967,30,6
12571,35,7
17689,1,3
360829,20,11
261524,60,9
130969,35,11
287704,60,10
82127,70,13
148821,15,5
57983,70,9
338936,45,13
467720,33,11
418831,30,6
2979,0,6
436207,250,14
115796,25,8
142025,15,5
138866,75,9
166435,20,15
430482,255,9
75097,75,10
140151,150,7
99220,55,16
362667,90,10
58329,20,10
200378,5,2
114734,2,3
213427,380,12
169567,29,12
358001,35,11
159011,55,14
263471,50,10
63674,15,10
31675,40,8
222161,35,5
304603,180,5
246517,22,6
167068,750,13
424385,15,5
143740,65,10
83300,40,17
339144,25,19
24186,40,12
302786,25,10
407558,10,2
512630,26,4
213292,70,14
277242,6,3
372891,30,12
273638,70,12
258816,5,8
102295,65,12
276599,35,9
85250,20,10
235894,90,8
421387,35,4
73528,15,5
244313,65,10
181399,45,6
110109,30,9
229721,8,11
197572,15,18
482522,110,8
362073,30,8
352197,160,13
180070,35,6
301175,10,3
15352,30,10
428283,65,9
91800,30,11
206079,60,18
337191,105,10
319803,40,12
20134,57,6
476954,20,7
322125,4,9
393437,80,7
226632,50,9
156174,25,6
109666,10,5
454887,32,20
328476,54,11
18067,55,6
307286,15,8
372873,42,15
523453,15,8
222233,190,8
66848,45,10
477341,30,12
191157,10,6
59365,11,3
50885,50,14
99236,40,4
134428,20,7
356397,25,7
369343,85,11
110688,15,7
255038,45,6
132298,70,13
395157,5,3
224264,2,6
69465,50,14
39145,20,5
220732,50,11
298605,5,5
67700,10,12
230639,25,3
38707,40,4
344202,30,15
198978,25,6
460942,30,14
305982,15,11
149277,23,10
29528,13,10
351414,35,11
424265,35,14
86791,45,10
106116,20,7
176726,40,15
145035,25,5
187872,30,11
496391,230,11
107520,20,6
51451,30,8
382904,1455,6
302435,30,9
12597,30,7
42117,5,5
157332,485,5
415154,50,5
317856,35,13
43339,65,8
257331,5,5
135496,75,7
459749,55,16
225928,15,8
237072,45,7
66447,35,8
45865,25,8
319838,5,4
263096,50,7
150561,5,3
13814,30,10
266406,60,17
85301,20,12
112076,60,11
290711,50,3
119622,36,12
461168,25,10
25453,26,7
92282,195,8
200252,25,9
130289,50,11
430866,18,9
200019,35,9
498751,23,12
494469,390,14
158664,250,6
206516,10,8
123945,100,5
15317,105,9
58809,50,6
397447,10,7
306035,65,8
213903,58,14
51358,30,9
360906,25,9
137977,30,10
181310,26,5
140011,25,9
455797,50,18
285523,55,7
50353,20,5
79972,80,9
329379,40,9
479121,40,10
109626,90,19
273158,10,7
420780,55,8
167578,5,4
389986,35,11
382938,55,11
382527,55,12
19716,30,10
37210,25,10
245231,60,8
150899,5,7
349561,60,13
55682,105,19
180087,30,11
433735,110,7
44225,10,5
327929,10,8
440702,50,16
483321,6,3
64715,65,8
276716,18,4
120837,375,10
425306,150,16
175621,30,9
100784,10,4
206310,65,8
148581,20,12
98749,80,10
264577,40,6
113106,55,11
118097,90,12
88702,25,8
112407,45,7
255394,50,6
274143,35,14
377513,60,6
255496,80,7
255557,10,5
269368,30,9
151176,4,2
334280,23,9
296391,15,10
78810,30,12
282916,30,10
389031,20,10
72510,25,6
389463,75,21
311406,5,4
195137,55,11
31781,492,11
446448,35,11
316205,25,14
222856,9,7
384742,5,7
338319,5,7
311804,85,10
47366,495,14
60002,40,5
423738,5,5
270712,70,5
138235,20,11
150906,10,9
117943,35,10
270575,15,10
174134,55,4
307187,65,14
322300,30,14
150068,65,7
203964,55,15
58530,14,9
513696,60,15
211868,15,11
240909,29,10
108231,75,15
214238,35,10
144239,30,9
321045,60,7
85982,26,9
82971,25,7
96697,15,9
274683,55,7
238554,150,16
298266,5,5
517872,20,3
246387,1560,18
392693,40,7
156881,25,5
424042,20,10
376058,40,9
269286,495,9
420975,45,22
36282,25,8
31794,55,9
100335,60,9
275886,55,9
4816,0,5
424309,50,5
119244,80,15
493156,70,16
216438,85,6
318638,30,5
200334,1460,8
59009,25,6
160890,60,12
260784,72,12
105318,20,11
154105,60,12
229004,65,8
258902,10,5
514675,30,4
27100,40,7
225362,150,10
97685,20,6
328994,150,19
34890,15,8
83886,20,3
184853,30,10
405181,20,8
439814,60,14
14025,425,8
25586,25,5
84475,170,12
37421,80,7
427305,30,6
437574,45,8
229988,20,8
5270,20,6
27624,70,14
343499,15,7
347252,30,17
484190,210,9
24210,5,3
243288,30,7
288343,27,6
206851,500,19
61060,20,6
85533,35,6
318864,60,14
99805,55,8
41008,6,5
101567,40,10
107408,15,3
228378,40,7
137373,35,11
60737,25,7
274266,20,6
26160,15,6
259136,25,9
493085,390,14
377291,10,9
126738,20,4
144736,35,5
89119,65,13
414225,390,10
239506,10,5
69469,60,12
145217,35,6
202978,140,10
79060,270,11
57318,10,10
505053,20,9
385783,60,8
264627,65,15
396234,23,6
85828,15,6
186577,60,8
214555,10,7
45753,60,6
259235,60,8
8635,55,10
252725,17,4
484922,15,9
208806,15,4
122801,32,2
213972,5,5
167540,15,5
56473,50,7
433073,65,11
236671,10,6
43417,30,12
267586,90,12
407039,75,9
308659,15,12
373757,65,9
482385,25,6
88051,1470,10
430190,20,7
277139,35,8
243828,15,3
466718,40,10
36564,45,6
295965,40,9
349471,10,7
305204,150,11
245515,5,8
26482,30,8
482207,20,16
490620,10,4
192785,25,12
227708,15,7
133195,35,9
32251,150,9
402905,15,7
59166,35,10
159530,6,4
504588,45,5
214639,30,11
173221,60,11
263161,5,9
29620,4,4
327191,35,13
274031,40,5
433699,60,11
307633,7,8
510760,125,12
384637,7,5
208993,13,7
374140,65,5
11849,10,12
236170,18,4
161510,185,8
61975,615,14
492771,135,17
425811,10,6
249612,60,6
205102,19,12
74290,8655,10
474676,30,10
81445,45,11
229737,5,8
39640,107,11
258471,35,7
312050,50,16
166735,10,4
180425,57,15
271800,40,15
371256,25,8
120317,75,8
490244,35,10
71551,60,14
227292,55,16
420543,5,4
57627,40,9
253234,80,5
144883,30,8
22120,30,4
25985,10,5
213466,65,8
151381,4,4
461710,50,12
126079,210,13
47851,90,8
403690,40,11
311273,40,8
373672,25,8
138103,10,9
12847,30,9
133634,25,7
47473,50,13
170482,30,14
101913,30,9
408836,50,8
93331,10,4
258826,5,12
7478,75,6
232789,145,11
93300,55,5
30056,30,6
379513,10,5
160397,80,7
127729,125,6
337724,240,10
340897,80,8
363192,20,8
414494,35,10
456847,40,11
428639,40,13
281108,10,7
294050,25,9
140797,100,9
144260,40,21
341806,6,5
71312,20,9
197115,70,12
218625,50,17
380078,50,11
405980,90,13
319160,3,6
295753,495,11
59537,90,8
340908,10,5
220209,30,7
141917,10,5
281778,30,10
72020,30,6
322923,2,11
143119,3,4
317117,30,9
359936,15,4
300142,60,15
460318,15,3
98842,1560,10
114860,30,10
90367,165,14
422018,5,3
134389,50,7
144921,13,7
32296,40,8
72765,40,12
219561,30,8
2586,0,12
141108,620,8
256215,11,4
65275,20,6
59929,5,4
294351,65,9
349622,45,17
96481,45,9
68595,90,10
468849,10,6
298461,40,19
313703,15,7
198833,45,18
387001,20,4
437045,225,7
196317,255,11
98815,85,11
36193,40,13
224185,40,15
109544,40,9
248978,195,8
98969,35,9
103398,50,7
406866,60,9
58413,75,9
184558,5,6
196707,45,5
162412,20,6
475547,22,6
366756,2,7
332241,40,7
429358,20,10
291316,35,7
218397,25,4
269862,20,4
468961,25,14
470548,50,13
479686,3,7
387004,20,6
166254,35,10
70705,240,5
364120,75,9
163269,20,5
134269,20,16
175546,30,17
58669,29,9
266602,105,14
20874,5,5
180662,10,11
268350,20,7
365260,20,13
339454,50,6
364173,75,4
342344,15,8
165101,90,7
98606,55,8
466432,22,5
460058,20,8
232365,60,15
206837,55,5
387561,70,9
222311,15,6
433638,35,14
98894,25,4
83893,65,13
38902,10,8
427275,60,9
83346,60,9
51385,20,5
197490,40,6
39176,70,10
238626,2,3
31539,60,10
344878,42,11
286311,90,14
305070,40,14
288938,20,5
466499,50,9
33050,80,6
377844,41,15
179986,70,7
387635,50,11
260955,40,12
441202,30,8
448585,2,3
351063,20,6
394303,75,17
74607,90,8
394744,60,8
194125,45,11
72604,15,7
346467,30,12
89281,25,8
278796,13,7
277757,5,3
449980,25,7
27144,65,10
236830,15,8
58335,25,9
28502,5,4
40113,82,15
144900,30,7
454937,375,5
258395,25,8
92625,30,10
78421,60,12
91361,15,7
327461,5,4
172468,12,7
16884,30,11
373611,115,8
193608,25,9
262546,40,9
308701,35,6
85928,80,8
201401,70,13
512709,315,13
397628,125,6
422862,95,10
165649,50,13
309308,25,10
487768,100,20
48490,180,7
223253,25,7
356836,35,14
359032,310,9
324269,5,7
140409,75,8
99530,9,4
105359,50,4
485472,22,12
157294,780,11
387478,7,5
503731,32,2
460268,40,12
304463,30,16
425747,100,15
7524,60,9
222401,40,7
73240,330,11
393666,5,3
123299,70,9
389766,50,13
76407,75,8
112041,165,20
30392,5,3
295496,105,10
48713,10,6
242258,70,10
279262,15,10
14151,15,9
232866,5,6
44893,54,9
48058,60,6
23051,30,6
254434,20,11
44349,40,9
471581,45,7
177339,25,9
225784,20,5
180210,15,8
254124,45,6
47571,20,12
38536,330,15
279303,5,4
84681,95,13
331843,40,8
410003,40,7
411676,30,7
12244,29,8
154506,45,6
222985,130,15
51107,100,11
316996,25,13
141857,90,10
158739,150,14
111838,10,3
464764,60,6
338776,10,9
84516,50,10
243642,12,3
407079,30,6
161449,245,8
20167,155,8
4469,0,17
418328,40,14
164659,20,7
202197,90,11
142602,260,14
87087,15,9
192514,15,8
183025,25,9
217709,40,12
228727,130,8
148956,90,8
334476,135,3
399560,40,7
291026,35,6
342027,35,5
454624,25,8
112478,50,11
138755,25,11
262702,55,9
423980,110,13
293079,15,6
92090,25,6
110671,2,3
401382,105,10
55239,15,8
236893,32,9
35185,5,6
69273,50,7
12169,40,7
151512,40,10
495093,80,11
270628,2895,5
431969,40,10
316380,130,10
437737,20,8
168670,550,5
244578,1,3
384682,10,8
322799,10,4
227044,5,3
482902,10,14
248722,40,11
199274,29,5
130333,25,6
180271,43,16
187506,495,7
279965,2,5
309923,20,9
141706,75,9
398314,48,12
411562,15,5
51613,30,15
184864,60,14
474256,40,11
279954,40,13
11953,45,8
184298,60,5
42189,45,9
25172,210,8
323269,31,13
456128,40,11
168993,60,7
373676,40,6
218528,40,4
305368,65,6
69407,70,11
488424,45,11
128672,20,8
56519,35,6
307267,480,12
437302,20,4
261447,25,13
419541,39,10
143877,75,11
109206,65,10
79228,65,2
61196,15,10
111862,70,8
357620,35,15
137523,25,8
139382,5,4
9007,15,5
41227,90,3
433485,280,13
168154,14,4
13425,220,13
325602,115,16
351937,50,10
213671,15,5
26969,300,26
156485,130,3
491878,40,8
53922,130,14
22658,25,11
74517,87,22
223319,55,8
400530,135,5
8805,37,3
195866,255,13
4921,0,9
424477,20,12
264287,50,5
331344,30,9
148186,45,11
191055,50,10
4047,22,12
336222,40,8
428321,75,12
28858,75,8
292431,15,5
391031,55,9
257108,30,6
119503,100,5
498387,165,17
178365,40,8
445599,240,9
77747,30,6
4690,45,8
433106,5,5
272774,30,10
114294,40,11
101620,80,10
307308,90,9
75561,490,13
99427,40,11
275586,60,11
348444,10,11
119688,85,11
84901,40,9
227783,5,6
151871,1480,8
113931,25,11
3444,380,10
348837,40,6
141208,10,8
181595,25,9
41443,65,9
62560,35,9
326125,70,7
481762,75,14
202193,70,8
282627,680,9
278202,45,5
202888,15,9
73389,15,6
98305,370,8
216152,40,10
154535,30,16
141403,67,13
45216,110,14
231360,35,6
33655,95,11
319564,60,18
322458,10,7
139322,60,7
27244,240,12
425183,10,16
380190,35,5
85238,95,9
219008,5,5
168136,190,8
150384,70,12
330708,80,19
305230,30,8
45370,30,5
129659,55,17
87113,45,10
398727,75,9
121865,50,12
500553,15,12
235886,40,10
310393,10,6
63274,60,8
485216,10,17
61695,45,11
417553,19,4
71589,25,4
307974,3,4
96194,30,5
293853,25,12
28369,25,9
527456,11,3
200168,40,8
468848,5,8
277209,105,9
15594,35,10
98644,60,11
145941,70,6
38075,15,6
281286,45,7
389256,20,4
446586,95,12
105403,55,7
233761,100,9
159552,135,9
268001,420,15
92754,22,12
58248,60,13
34875,10,5
252765,2,3
196633,60,10
371832,5,6
229712,363,4
166730,75,10
10464,130,10
423628,55,14
234798,40,9
58262,25,6
488475,30,6
116232,20,6
328555,24,11
195099,130,14
455761,70,5
388152,40,8
18637,130,13
518070,20,10
195359,50,8
6447,35,13
204391,35,13
98246,40,3
183069,15,13
365737,85,9
517877,55,7
216652,20,10
87893,50,9
247165,30,5
442170,60,13
217390,35,5
176337,5,10
61604,500,10
77389,33,6
190547,15,7
122053,80,13
342500,35,11
401044,105,12
373597,22,5
133456,150,12
65443,20,12
43763,70,8
209492,35,13
211506,20,16
110434,45,13
341131,30,7
49742,15,10
416787,35,11
67449,210,9
343850,55,11
304543,205,7
268535,22,7
43166,125,7
492224,27,7
286133,20,4
438987,35,3
79860,75,5
141330,90,14
383354,45,19
6623,0,9
29825,35,6
24724,40,6
149300,45,9
103399,25,9
101273,370,9
208758,30,5
397218,185,10
279250,110,14
295877,20,9
378047,45,5
117930,50,11
313706,15,8
134965,5,6
223285,18,6
192180,90,7
421059,35,8
150544,60,12
250172,15,5
21033,5,8
268509,35,8
320809,135,17
386734,90,13
243011,5,3
171351,70,10
429947,90,14
320281,25,6
35145,15,11
16021,50,4
238526,45,8
56258,40,9
105724,22,16
256116,70,17
328773,28,13
366558,10,8
291298,15,8
282853,60,5
418802,65,10
293033,28,11
53186,5,4
66254,75,8
80345,225,6
138317,10,5
241490,70,13
207460,70,14
132244,8,3
16154,110,14
239284,285,9
267581,80,11
3006,10,5
64587,35,8
58738,10,8
483961,602,3
138283,50,12
242214,140,8
78111,16,7
357117,45,11
57692,8,8
270247,75,18
129348,55,15
180994,90,7
72928,75,16
389739,200,9
278991,25,10
471181,32,7
112378,23,11
292314,45,5
444483,15,4
63593,125,6
152107,40,9
310431,50,8
193279,60,12
220657,25,4
233365,21,7
122181,20,12
403093,45,7
16796,50,9
173245,10,5
420848,30,6
161325,145,20
190323,10,8
75246,30,7
417843,50,14
287111,25,9
286229,50,15
231705,40,8
384880,85,13
432965,15,11
